date,temp_max,temp_min,temp_mean,precipitation
2024-08-12,32.3,25.9,29.0,0.4
2024-08-13,33.6,25.4,28.8,0.6
2024-08-14,32.7,25.3,28.4,0.1
2024-08-15,32.3,25.6,28.0,8.4
2024-08-16,31.8,24.9,28.2,0.1
2024-08-17,32.4,25.3,28.1,2.1
2024-08-18,32.3,24.2,27.1,21.2
2024-08-19,32.6,24.8,27.8,6.9
2024-08-20,34.0,25.6,28.8,10.1
2024-08-21,28.7,25.3,26.4,71.5
2024-08-22,30.9,25.0,27.4,5.9
2024-08-23,29.5,24.2,26.3,4.3
2024-08-24,29.5,22.5,25.8,0.8
2024-08-25,30.6,24.2,26.8,0.7
2024-08-26,29.3,23.4,26.4,0.8
2024-08-27,26.6,22.1,24.2,2.0
2024-08-28,31.4,20.9,26.1,0.0
2024-08-29,30.8,20.9,26.0,0.0
2024-08-30,31.2,21.2,26.0,0.0
2024-08-31,29.9,19.4,24.7,0.0
2024-09-01,28.3,20.8,24.5,0.0
2024-09-02,25.5,20.4,22.7,27.0
2024-09-03,29.3,20.5,24.2,0.0
2024-09-04,29.9,19.9,24.6,0.0
2024-09-05,27.5,22.6,24.8,2.0
2024-09-06,25.9,21.5,23.7,1.7
2024-09-07,29.1,21.1,24.3,1.7
2024-09-08,29.9,20.1,24.6,0.0
2024-09-09,31.2,22.3,26.4,0.0
2024-09-10,31.4,23.4,27.0,0.4
2024-09-11,32.7,22.7,26.9,8.3
2024-09-12,25.3,24.0,24.7,28.4
2024-09-13,27.6,23.4,24.9,17.2
2024-09-14,29.3,23.5,25.8,1.6
2024-09-15,29.8,22.2,25.3,0.6
2024-09-16,31.0,20.5,25.4,0.7
2024-09-17,30.8,24.7,27.2,5.6
2024-09-18,29.7,23.7,26.6,10.9
2024-09-19,29.4,24.5,26.4,1.5
2024-09-20,26.9,16.9,24.2,69.6
2024-09-21,21.7,17.1,19.0,28.3
2024-09-22,23.6,17.3,19.9,0.3
2024-09-23,23.7,14.8,18.8,0.0
2024-09-24,23.5,13.7,18.2,0.0
2024-09-25,25.9,16.1,20.7,0.5
2024-09-26,26.0,18.6,21.3,3.4
2024-09-27,26.0,16.4,21.0,0.3
2024-09-28,26.0,17.8,21.3,0.0
2024-09-29,26.5,17.8,21.4,0.0
2024-09-30,25.4,15.8,20.3,0.0
2024-10-01,20.2,12.2,17.2,5.8
2024-10-02,17.9,9.6,12.9,0.0
2024-10-03,20.1,7.8,13.6,0.0
2024-10-04,20.9,8.5,14.4,0.0
2024-10-05,21.1,8.7,14.4,0.0
2024-10-06,16.7,9.0,13.3,0.1
2024-10-07,19.8,12.2,15.5,0.0
2024-10-08,20.5,9.9,15.5,0.5
2024-10-09,21.9,11.8,16.5,0.0
2024-10-10,21.0,12.7,16.5,0.3
2024-10-11,21.6,11.1,15.8,0.0
2024-10-12,20.8,9.8,15.1,0.0
2024-10-13,22.3,10.0,15.8,0.0
2024-10-14,21.1,15.2,17.7,0.2
2024-10-15,21.5,14.6,17.4,2.3
2024-10-16,21.2,12.6,15.6,0.0
2024-10-17,23.2,10.3,16.5,0.0
2024-10-18,18.5,15.2,16.1,41.1
2024-10-19,20.5,11.5,15.7,9.5
2024-10-20,16.8,9.0,12.1,0.0
2024-10-21,17.2,7.7,12.4,0.8
2024-10-22,16.6,12.9,14.9,13.7
2024-10-23,15.0,7.2,11.9,0.8
2024-10-24,16.5,4.6,10.6,0.0
2024-10-25,19.4,6.1,11.9,0.0
2024-10-26,21.5,9.5,14.7,0.0
2024-10-27,17.8,11.8,14.5,0.1
2024-10-28,19.1,9.4,14.0,0.1
2024-10-29,16.9,9.1,13.1,0.2
2024-10-30,18.3,8.8,13.3,0.0
2024-10-31,19.5,7.7,12.7,0.0
2024-11-01,17.2,8.9,12.6,0.0
2024-11-02,22.6,10.2,15.6,0.0
2024-11-03,20.9,9.3,14.6,1.1
2024-11-04,16.9,7.8,13.3,1.1
2024-11-05,12.9,4.9,8.1,0.0
2024-11-06,9.8,1.7,5.3,0.0
2024-11-07,11.6,-0.3,5.0,0.0
2024-11-08,14.6,-0.5,6.5,0.0
2024-11-09,17.2,4.2,9.7,0.0
2024-11-10,17.3,7.5,10.9,0.0
2024-11-11,17.7,8.5,12.0,0.0
2024-11-12,16.6,6.9,11.3,0.0
2024-11-13,18.2,6.5,11.7,0.0
2024-11-14,15.4,9.9,12.6,0.2
2024-11-15,18.4,11.4,14.1,0.0
2024-11-16,20.2,12.7,15.4,5.7
2024-11-17,13.1,2.4,6.8,0.1
2024-11-18,5.5,-1.4,1.7,0.0
2024-11-19,6.9,-0.9,2.4,0.0
2024-11-20,9.4,0.9,4.8,0.0
2024-11-21,12.9,3.5,7.4,1.1
2024-11-22,9.1,1.8,5.2,0.0
2024-11-23,9.8,-0.5,4.2,0.0
2024-11-24,10.9,1.0,5.4,0.0
2024-11-25,14.1,1.9,8.0,0.0
2024-11-26,11.1,1.6,6.7,21.3
2024-11-27,1.2,-2.3,-0.7,10.9
2024-11-28,1.1,-5.2,-1.9,0.7
2024-11-29,0.9,-7.8,-2.8,0.0
2024-11-30,4.0,-4.5,0.0,0.0
2024-12-01,4.7,-2.9,1.1,0.3
2024-12-02,12.5,-0.4,5.4,0.2
2024-12-03,2.3,-4.3,-1.1,0.0
2024-12-04,3.8,-2.1,0.3,0.0
2024-12-05,6.6,-1.9,1.4,0.0
2024-12-06,3.3,-2.6,0.1,0.0
2024-12-07,1.6,-3.5,-1.7,0.0
2024-12-08,2.2,-4.9,-2.0,0.0
2024-12-09,3.7,-4.5,-1.2,0.0
2024-12-10,5.1,-2.5,0.3,0.0
2024-12-11,5.1,-2.3,0.4,0.0
2024-12-12,2.8,-4.6,-1.5,0.0
2024-12-13,2.9,-2.3,-0.5,0.0
2024-12-14,0.9,-5.0,-2.3,0.0
2024-12-15,4.4,-2.7,-0.1,0.0
2024-12-16,2.6,-3.8,-1.3,0.0
2024-12-17,0.8,-4.0,-2.0,0.0
2024-12-18,-1.2,-6.8,-4.3,0.0
2024-12-19,1.7,-6.5,-3.2,0.0
2024-12-20,2.7,-3.3,-0.8,0.8
2024-12-21,0.8,-6.2,-1.5,0.7
2024-12-22,-2.0,-8.7,-5.9,0.0
2024-12-23,3.3,-9.5,-3.5,0.0
2024-12-24,1.1,-6.6,-2.9,0.0
2024-12-25,4.2,-4.9,-0.1,0.3
2024-12-26,1.7,-5.2,-1.5,0.0
2024-12-27,0.3,-6.0,-3.5,0.0
2024-12-28,-0.2,-6.7,-3.9,0.0
2024-12-29,3.1,-5.3,-1.4,0.0
2024-12-30,8.5,-0.9,3.2,0.3
2024-12-31,2.1,-3.6,-1.1,0.1
