date,temp_max,temp_min,temp_mean,precipitation,ma7,ma30,day_over_day_change,rolling_std_30
2023-04-11,17.3,7.8,12.1,2.2,9.5,9.316666666666666,1.5,4.115997665403762
2023-04-12,13.6,0.7,8.0,0.0,8.885714285714286,9.56,-4.1,3.79206067171018
2023-04-13,17.4,2.4,9.4,0.0,8.957142857142857,9.683333333333334,1.4000000000000004,3.7217055168327082
2023-04-14,20.0,7.6,13.1,0.6,9.728571428571428,9.876666666666667,3.6999999999999993,3.7442077872392474
2023-04-15,13.6,7.5,11.0,5.5,10.342857142857143,10.143333333333334,-2.0999999999999996,3.5154519337989263
2023-04-16,15.2,5.4,9.3,1.0,10.5,10.303333333333335,-1.6999999999999993,3.355333719291738
2023-04-17,15.6,3.3,10.2,0.1,10.442857142857141,10.453333333333331,0.8999999999999986,3.241086805095007
2023-04-18,18.8,9.3,12.4,20.2,10.485714285714286,10.71,2.200000000000001,3.07013983731844
2023-04-19,26.5,9.2,16.1,0.0,11.642857142857142,11.043333333333333,3.700000000000001,3.0951222284742568
2023-04-20,17.8,11.1,14.5,0.0,12.37142857142857,11.226666666666667,-1.6000000000000014,3.132580002372552
2023-04-21,20.6,9.3,14.8,0.0,12.614285714285714,11.28,0.3000000000000007,3.1805876707040373
2023-04-22,17.8,9.8,13.7,0.0,13.0,11.219999999999999,-1.1000000000000014,3.114526587150769
2023-04-23,20.4,8.5,14.4,0.0,13.72857142857143,11.356666666666667,0.7000000000000011,3.162352172729639
2023-04-24,20.0,9.1,13.8,0.0,14.242857142857144,11.45,-0.5999999999999996,3.1926370032439975
2023-04-25,12.5,7.3,9.8,1.5,13.87142857142857,11.5,-4.0,3.153104655021348
2023-04-26,13.9,5.5,9.4,0.5,12.914285714285715,11.640000000000002,-0.40000000000000036,2.9504646039751776
2023-04-27,18.6,3.8,10.4,0.0,12.328571428571427,11.756666666666666,1.0,2.8230190898414507
2023-04-28,20.0,6.4,13.5,2.8,12.142857142857142,11.896666666666667,3.0999999999999996,2.8010445506476156
2023-04-29,14.4,8.9,12.6,12.1,11.985714285714286,11.946666666666667,-0.9000000000000004,2.7997208399426636
2023-04-30,17.2,6.4,11.5,1.2,11.571428571428571,11.92,-1.0999999999999996,2.800049260650431
2023-05-01,18.4,7.0,12.0,0.0,11.314285714285715,11.823333333333334,0.5,2.7431021117345153
2023-05-02,23.0,6.7,14.7,0.0,12.014285714285714,11.763333333333334,2.6999999999999993,2.6555710254603295
2023-05-03,24.1,9.2,17.2,0.0,13.128571428571428,11.793333333333333,2.5,2.71305062211544
2023-05-04,26.3,12.2,19.0,0.0,14.357142857142858,11.91,1.8000000000000007,2.943414625086393
2023-05-05,20.7,15.2,18.3,59.0,15.042857142857144,12.110000000000001,-0.6999999999999993,3.1662389305795133
2023-05-06,13.3,11.0,11.8,36.9,14.928571428571429,12.206666666666669,-6.5,3.108601341254719
2023-05-07,16.3,8.6,12.6,0.0,15.085714285714285,12.37,0.7999999999999989,2.9901159013403373
2023-05-08,19.4,5.5,12.3,0.0,15.128571428571428,12.556666666666667,-0.29999999999999893,2.79219149295556
2023-05-09,19.2,6.7,13.0,0.0,14.885714285714284,12.716666666666667,0.6999999999999993,2.668731241017288
2023-05-10,22.6,7.2,14.8,0.0,14.542857142857144,12.856666666666666,1.8000000000000007,2.6640238340724007
2023-05-11,24.3,9.1,16.1,0.0,14.12857142857143,12.990000000000002,1.3000000000000007,2.7242651650775924
2023-05-12,21.6,9.6,15.1,0.0,13.671428571428569,13.226666666666667,-1.0000000000000018,2.580421421520863
2023-05-13,21.7,9.0,15.5,0.0,14.2,13.43,0.40000000000000036,2.507801620048387
2023-05-14,21.0,10.5,15.7,0.0,14.642857142857142,13.516666666666667,0.1999999999999993,2.5407144438243243
2023-05-15,25.9,10.3,17.5,0.0,15.385714285714286,13.733333333333333,1.8000000000000007,2.595265361933275
2023-05-16,27.9,14.0,20.3,0.0,16.428571428571427,14.1,2.8000000000000007,2.7213080019320475
2023-05-17,26.7,13.7,19.9,0.0,17.157142857142855,14.423333333333334,-0.40000000000000213,2.8165377784562646
2023-05-18,25.3,15.0,19.9,0.2,17.7,14.673333333333334,0.0,2.959954954612219
2023-05-19,24.9,15.6,20.4,0.0,18.457142857142856,14.816666666666666,0.5,3.130614496618335
2023-05-20,25.1,14.7,19.0,0.0,18.957142857142856,14.966666666666667,-1.3999999999999986,3.2214082734679734
2023-05-21,20.2,14.4,16.6,1.1,19.085714285714285,15.026666666666667,-2.3999999999999986,3.2349314690106645
2023-05-22,24.6,13.7,18.1,0.0,19.17142857142857,15.173333333333334,1.5,3.272237801548835
2023-05-23,24.9,12.9,18.3,0.0,18.885714285714283,15.303333333333333,0.1999999999999993,3.3176106205950626
2023-05-24,25.3,12.9,18.8,0.0,18.728571428571428,15.47,0.5,3.364741113164695
2023-05-25,24.9,12.6,18.8,0.0,18.571428571428573,15.770000000000001,0.0,3.240705542593034
2023-05-26,25.8,14.7,19.9,0.1,18.5,16.119999999999997,1.0999999999999979,3.0926386457366073
2023-05-27,19.8,16.0,18.3,24.6,18.400000000000002,16.383333333333333,-1.5999999999999979,2.9203310314643174
2023-05-28,19.7,17.7,18.6,37.4,18.685714285714287,16.553333333333335,0.3000000000000007,2.8950294302992785
2023-05-29,26.7,18.0,21.4,5.9,19.157142857142855,16.846666666666668,2.799999999999997,2.92630558346462
2023-05-30,26.0,17.9,21.3,1.6,19.585714285714285,17.173333333333332,-0.09999999999999787,2.854993608705149
2023-05-31,25.0,17.0,20.3,0.0,19.8,17.45,-1.0,2.7360618565300654
2023-06-01,24.4,17.0,20.6,1.1,20.057142857142857,17.646666666666665,0.3000000000000007,2.743611178511034
2023-06-02,23.4,15.8,18.8,0.7,19.900000000000002,17.7,-1.8000000000000007,2.7501724083886447
2023-06-03,25.5,14.2,19.5,0.0,20.071428571428573,17.716666666666665,0.6999999999999993,2.7598205005765193
2023-06-04,24.0,14.1,18.8,0.0,20.099999999999998,17.733333333333334,-0.6999999999999993,2.764969705306823
2023-06-05,22.5,14.7,18.8,0.0,19.72857142857143,17.966666666666665,0.0,2.53259214807791
2023-06-06,22.5,14.6,18.4,0.0,19.314285714285713,18.160000000000004,-0.40000000000000213,2.3213551333590794
2023-06-07,24.8,16.3,20.0,0.4,19.271428571428572,18.416666666666668,1.6000000000000014,2.0623193059127307
2023-06-08,22.7,16.9,19.2,20.8,19.071428571428573,18.62333333333333,-0.8000000000000007,1.7939906072359224
2023-06-09,25.8,16.4,20.7,3.1,19.342857142857138,18.82,1.5,1.6801888235429852
2023-06-10,27.4,18.1,21.1,26.1,19.571428571428573,18.986666666666668,0.40000000000000213,1.6487682619486996
2023-06-11,23.3,17.0,20.2,15.5,19.771428571428572,19.156666666666663,-0.9000000000000021,1.4894301926746065
2023-06-12,25.4,17.2,20.9,0.7,20.071428571428573,19.336666666666662,0.6999999999999993,1.3522607719676112
2023-06-13,23.7,16.9,20.0,0.5,20.3,19.48,-0.8999999999999986,1.1689665344315168
2023-06-14,24.7,14.3,19.9,2.7,20.285714285714285,19.560000000000002,-0.10000000000000142,1.1093956105419727
2023-06-15,25.6,15.9,20.5,0.9,20.47142857142857,19.566666666666666,0.6000000000000014,1.1145846089798899
2023-06-16,25.8,16.6,20.9,0.0,20.5,19.6,0.3999999999999986,1.1395703969721722
2023-06-17,27.9,16.0,21.4,0.0,20.542857142857144,19.65,0.5,1.185181493448972
2023-06-18,29.3,18.4,23.1,0.0,20.957142857142856,19.740000000000002,1.7000000000000028,1.3369032668176597
2023-06-19,33.9,20.3,26.3,0.0,21.728571428571428,19.983333333333334,3.1999999999999993,1.786362772233887
2023-06-20,25.9,20.4,23.0,4.9,22.157142857142855,20.196666666666665,-3.3000000000000007,1.7501691215488697
2023-06-21,24.0,19.0,21.0,35.7,22.314285714285713,20.293333333333333,-2.0,1.70999764737357
2023-06-22,24.4,15.1,20.0,1.4,22.24285714285714,20.35,-1.0,1.6693484171769508
2023-06-23,27.7,18.1,22.1,0.1,22.414285714285715,20.459999999999997,2.1000000000000014,1.6724130821186307
2023-06-24,28.3,20.4,24.2,0.1,22.814285714285717,20.64,2.099999999999998,1.775037639231861
2023-06-25,31.4,19.8,25.4,0.0,23.142857142857142,20.823333333333334,1.1999999999999993,1.9693659636671752
2023-06-26,26.1,21.2,23.1,43.8,22.685714285714287,20.983333333333334,-2.299999999999997,1.952201822052003
2023-06-27,27.3,20.4,23.5,3.2,22.75714285714286,21.14666666666667,0.3999999999999986,1.9509031212507513
2023-06-28,28.1,20.9,24.0,2.1,23.185714285714287,21.233333333333334,0.5,2.0191041600659387
2023-06-29,24.5,22.3,23.1,45.8,23.62857142857143,21.293333333333333,-0.8999999999999986,2.047695649080827
2023-06-30,26.8,21.8,24.0,10.7,23.900000000000002,21.416666666666668,0.8999999999999986,2.096644829299915
2023-07-01,31.3,21.4,25.5,0.2,24.085714285714285,21.58,1.5,2.218169484523027
2023-07-02,29.0,21.1,24.3,0.2,23.928571428571427,21.763333333333332,-1.1999999999999993,2.2077423846050968
2023-07-03,32.6,21.3,26.8,0.1,24.457142857142856,22.006666666666664,2.5,2.3475494682215583
2023-07-04,28.0,22.6,24.9,29.6,24.657142857142855,22.209999999999997,-1.9000000000000021,2.324287061622936
2023-07-05,26.2,21.0,23.4,19.6,24.571428571428573,22.363333333333337,-1.5,2.2418408896959754
2023-07-06,30.0,20.6,25.1,0.0,24.857142857142858,22.586666666666662,1.7000000000000028,2.16583715332267
2023-07-07,29.9,20.9,24.7,0.0,24.957142857142856,22.743333333333332,-0.40000000000000213,2.1421361129575747
2023-07-08,28.9,19.7,23.8,0.5,24.714285714285715,22.896666666666665,-0.8999999999999986,2.0420549712844007
2023-07-09,26.1,22.2,23.7,37.3,24.628571428571426,22.996666666666666,-0.10000000000000142,2.0038726873548245
2023-07-10,29.0,21.1,24.8,6.2,24.342857142857145,23.119999999999997,1.1000000000000014,1.996963211720669
2023-07-11,24.1,20.9,23.0,41.1,24.071428571428573,23.21333333333333,-1.8000000000000007,1.9197222021254916
2023-07-12,28.1,21.7,24.8,2.8,24.27142857142857,23.343333333333337,1.8000000000000007,1.8894778211934178
2023-07-13,25.7,23.3,24.3,48.1,24.157142857142855,23.486666666666668,-0.5,1.7874530779148705
2023-07-14,25.6,23.5,24.4,56.5,24.114285714285717,23.636666666666663,0.09999999999999787,1.6603870203875613
2023-07-15,26.0,23.0,24.1,35.8,24.157142857142855,23.756666666666664,-0.29999999999999716,1.5524581916373241
2023-07-16,25.6,22.4,23.6,1.7,24.142857142857142,23.846666666666668,-0.5,1.4564324228398218
2023-07-17,26.0,22.0,23.9,4.4,24.014285714285712,23.93,0.29999999999999716,1.3811913897692232
2023-07-18,25.5,22.1,23.8,15.5,24.12857142857143,23.953333333333333,-0.09999999999999787,1.3725720465566573
2023-07-19,30.5,21.5,25.2,0.1,24.185714285714287,23.916666666666668,1.3999999999999986,1.3214629649809775
2023-07-20,30.9,21.0,25.6,0.0,24.37142857142857,24.003333333333334,0.40000000000000213,1.3443325053935489
2023-07-21,32.0,22.0,27.1,0.1,24.75714285714286,24.206666666666667,1.5,1.335699050693387
2023-07-22,30.2,24.0,26.3,10.4,25.071428571428573,24.416666666666668,-0.8000000000000007,1.1310914269377972
2023-07-23,26.2,23.5,24.6,44.3,25.214285714285715,24.5,-1.6999999999999993,1.0432046117944427
2023-07-24,29.0,23.1,25.3,14.8,25.414285714285715,24.536666666666665,0.6999999999999993,1.0515943013885498
2023-07-25,28.6,22.4,25.2,13.1,25.614285714285717,24.529999999999998,-0.10000000000000142,1.0465542805173529
2023-07-26,28.9,22.3,24.8,30.4,25.557142857142857,24.586666666666662,-0.3999999999999986,1.0119061334870616
2023-07-27,30.8,22.0,25.7,2.3,25.571428571428573,24.66,0.8999999999999986,1.01015533117619
2023-07-28,32.0,22.7,27.1,2.2,25.571428571428573,24.763333333333332,1.4000000000000021,1.0952824650112638
2023-07-29,31.4,24.5,27.6,0.2,25.75714285714286,24.913333333333338,0.5,1.1655199619094598
2023-07-30,33.1,22.7,27.6,0.1,26.185714285714283,25.033333333333335,0.0,1.2504711755653446
2023-07-31,31.4,23.5,27.2,0.3,26.45714285714286,25.09,-0.40000000000000213,1.309474756507841
2023-08-01,32.5,23.9,28.1,0.3,26.87142857142857,25.216666666666665,0.9000000000000021,1.410327262909565
2023-08-02,31.0,24.1,27.3,0.0,27.22857142857143,25.233333333333334,-0.8000000000000007,1.4324643182253247
2023-08-03,31.0,22.4,26.7,0.0,27.371428571428574,25.293333333333337,-0.6000000000000014,1.4555324498766482
2023-08-04,32.1,23.5,27.8,0.0,27.47142857142857,25.439999999999998,1.1000000000000014,1.4796551322335447
2023-08-05,33.6,23.4,27.9,0.0,27.514285714285712,25.533333333333335,0.09999999999999787,1.5443631280448942
2023-08-06,31.9,24.6,28.2,11.0,27.6,25.65,0.3000000000000007,1.6100439060195189
2023-08-07,32.7,24.4,28.2,3.5,27.74285714285714,25.79666666666667,0.0,1.6359081277073901
2023-08-08,33.7,23.2,28.2,3.1,27.757142857142856,25.946666666666665,0.0,1.6433215592593826
2023-08-09,31.4,24.0,27.0,2.5,27.714285714285715,26.02,-1.1999999999999993,1.63947005735566
2023-08-10,24.0,20.5,22.0,74.6,27.04285714285714,25.986666666666668,-5.0,1.7115698245669293
2023-08-11,24.5,20.7,22.9,30.4,26.342857142857145,25.923333333333332,0.8999999999999986,1.790334843143864
2023-08-12,26.2,22.2,23.8,10.2,25.75714285714286,25.90666666666667,0.9000000000000021,1.8082060710556611
2023-08-13,29.9,22.0,25.7,0.2,25.4,25.95,1.8999999999999986,1.7862984266257893
2023-08-14,31.3,23.2,26.9,0.2,25.214285714285715,26.043333333333337,1.1999999999999993,1.7592481413913048
2023-08-15,30.7,23.3,26.7,0.0,25.0,26.146666666666665,-0.1999999999999993,1.7008584715461021
2023-08-16,29.4,22.2,25.6,1.0,24.800000000000004,26.203333333333333,-1.0999999999999979,1.6510150134728947
2023-08-17,30.6,22.5,26.4,0.1,25.428571428571427,26.29,0.7999999999999972,1.5875268121548705
2023-08-18,30.6,23.4,26.9,1.3,26.0,26.346666666666668,0.5,1.5775872746683979
2023-08-19,31.4,23.6,26.8,0.2,26.428571428571427,26.386666666666667,-0.09999999999999787,1.5732096191377
2023-08-20,30.3,22.6,26.2,0.0,26.5,26.356666666666666,-0.6000000000000014,1.5677093619923375
2023-08-21,31.6,23.8,26.9,4.7,26.5,26.37666666666667,0.6999999999999993,1.5707857320755798
2023-08-22,29.2,23.8,25.8,24.1,26.37142857142857,26.416666666666668,-1.0999999999999979,1.5389390284652589
2023-08-23,25.1,23.2,24.1,62.5,26.157142857142862,26.37666666666667,-1.6999999999999993,1.5839024990311248
2023-08-24,27.8,22.0,24.3,14.0,25.857142857142858,26.346666666666668,0.1999999999999993,1.6151723156355988
2023-08-25,27.7,22.2,24.8,1.3,25.557142857142857,26.34666666666667,0.5,1.6151723156355988
2023-08-26,28.5,21.2,24.5,0.0,25.228571428571428,26.30666666666667,-0.3000000000000007,1.6462985302110225
2023-08-27,27.2,20.8,23.9,1.5,24.900000000000002,26.2,-0.6000000000000014,1.6960400125404447
2023-08-28,24.8,20.9,22.5,27.8,24.271428571428572,26.029999999999998,-1.3999999999999986,1.8030912153950347
2023-08-29,25.1,21.4,23.4,33.3,23.928571428571427,25.89,0.8999999999999986,1.8396682609495352
2023-08-30,24.8,20.4,22.2,3.0,23.657142857142855,25.723333333333336,-1.1999999999999993,1.9406154966266207
2023-08-31,27.2,19.5,22.8,0.2,23.442857142857143,25.546666666666667,0.6000000000000014,1.9579604682941267
2023-09-01,27.8,18.1,22.5,0.0,23.11428571428571,25.386666666666667,-0.3000000000000007,2.0052918496565795
2023-09-02,29.1,18.0,22.9,0.0,22.885714285714283,25.259999999999998,0.3999999999999986,2.0392020075476736
2023-09-03,29.1,22.0,25.1,2.4,23.057142857142853,25.17,2.200000000000003,1.9820139531156389
2023-09-04,27.7,22.0,24.4,7.1,23.328571428571426,25.053333333333335,-0.7000000000000028,1.9177453236644941
2023-09-05,30.5,23.2,25.8,2.7,23.671428571428574,24.973333333333336,1.4000000000000021,1.8300053388529058
2023-09-06,30.2,22.0,25.7,0.3,24.17142857142857,24.889999999999997,-0.10000000000000142,1.7323195532242346
2023-09-07,29.6,18.2,23.9,0.0,24.32857142857143,24.746666666666666,-1.8000000000000007,1.6234771821370926
